DATA ZAWARCIA TRANSAKCJI;MIASTO;DZIELNICA;ULICA;RODZAJ RYNKU;CENA NABYCIA;POWIERZCHNIA MIESZKANIA;CENA ZA 1 MKW;POŁOŻENIE NA KONDYGNACJI;OBECNOŚĆ MIEJSCA PARKINGOWEGO;STANDARD;ROK BUDOWY
2016-11-08;Gdynia; Cisowa;Zbożowa;RYNEK WTÓRNY;231000;65,57;4658;8;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-08;Gdynia; Cisowa;Kcyńska;RYNEK WTÓRNY;229000;73,7;4206;12;BRAK MP;NISKI;lata 80-te XX-go wieku
2016-11-08;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;575000;100,06;6766;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-11-08;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;410000;76,45;6451;1;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-11-08;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;682000;125,55;6407;5;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-11-08;Sopot; Sopot;Parkowa;RYNEK WTÓRNY;898000;134,97;7616;3;BRAK MP;DOBRY;lata 30-te XX-go wieku
2016-11-08;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;880000;132,77;7594;3;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2016-11-08;Gdynia; Śródmieście z Portem;Zygmunta Augusta;RYNEK WTÓRNY;755000;64,94;12765;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2016-11-08;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;1259109;101,37;13438;4;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2015
2016-11-08;Gdynia; Wielki Kack;Solna;RYNEK WTÓRNY;480000;83,45;6816;3;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-08;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;330000;70,75;5775;3;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-08;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;510000;116,65;5361;4;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2017-07-06;Gdynia; Wzgórze Św. Maksymiliana;Śniadeckich;RYNEK WTÓRNY;600000;61,54;10907;4;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2016-11-08;Gdynia; Witomino;II Morskiego Pułku Strzelców;RYNEK WTÓRNY;278000;52,85;6476;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-11-23;Gdynia; Pustki Cisowskie;Borowikowa;RYNEK WTÓRNY;345000;63,76;6556;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-24;Gdynia; Dąbrowa;Słonecznikowa;RYNEK WTÓRNY;340000;55,65;7305;1;BRAK MP;DOBRY;lata 90-te XX-go wieku
2016-11-24;Sopot; Sopot;Winieckigo;RYNEK WTÓRNY;901611;101,27;9920;1;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2016-11-24;Gdynia; Karwiny;Buraczana;RYNEK WTÓRNY;699000;115,16;7061;5;MIEJSCE NAZIEMNE;DOBRY;lata 70-80-te XX-go wieku
2016-11-24;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;250000;63,95;5053;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-24;Gdynia; Obłuże;Podgórska;RYNEK WTÓRNY;320000;63,96;6147;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-24;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;360000;71,35;6154;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-25;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;610000;51,55;13060;1;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2016-11-25;Gdynia; Pustki Cisowskie;Jastrzębia;RYNEK WTÓRNY;275000;63,76;5458;4;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-28;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;630000;71,92;9866;11;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2010
2016-11-28;Sopot; Sopot;Haffnera;RYNEK WTÓRNY;770000;77,13;11068;1;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2016-11-28;Gdynia; Chwarzno-Wiczlino;Zaruskiego Gen.;RYNEK WTÓRNY;570000;76,35;8554;4;BRAK MP;DOBRY;2015
2016-11-28;Gdynia; Oksywie;Gen. Karpińskiego;RYNEK PIERWOTNY;504581;91,16;6576;7;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2017-03-14;Gdynia; Orłowo;Balladyny;RYNEK WTÓRNY;550000;96,45;6731;3;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;2010
2016-11-28;Gdynia; Redłowo;Powstania Wielkopolskiego;RYNEK WTÓRNY;356000;49,78;8393;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-11-28;Sopot; Sopot;Władysława IV;RYNEK WTÓRNY;700000;92,25;8627;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2016-11-28;Gdynia; Obłuże;Perłowa;RYNEK WTÓRNY;185000;54,18;4621;1;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-28;Gdynia; Cisowa;Chylońska;RYNEK WTÓRNY;360000;69,02;6335;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-28;Gdynia; Dąbrowa;Kolendrowa;RYNEK WTÓRNY;300000;66,65;5631;5;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-28;Gdynia; Karwiny;Brzechwy;RYNEK WTÓRNY;320000;70,58;5646;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-11-28;Gdynia; Pustki Cisowskie;Berberysowa;RYNEK WTÓRNY;279000;63,76;5521;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-28;Sopot; Sopot;Kraszewskiego;RYNEK WTÓRNY;345000;54,81;7496;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-11-28;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;400000;87,85;5604;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-29;Sopot; Sopot;Lipowa;RYNEK WTÓRNY;1850000;138,45;14321;3;BRAK MP;WYSOKI;lata 40-50 te XX-go wieku
2016-11-29;Sopot; Sopot;Bolesława Chrobrego;RYNEK WTÓRNY;1050000;95,7;12002;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2016-11-29;Gdynia; Mały Kack;Orańska;RYNEK PIERWOTNY;462963;88,59;6274;1;GARAŻ JEDNOSTANOWISKOWY;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-11-29;Sopot; Sopot;Helska;RYNEK WTÓRNY;935000;96,25;10743;1;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2016-11-29;Gdynia; Śródmieście z Portem;Starowiejska;RYNEK WTÓRNY;605000;87,69;7950;7;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-11-29;Gdynia; Wielki Kack;Ks. Siega;RYNEK WTÓRNY;565000;84,41;7754;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2001
2017-09-05;Gdynia; Wzgórze Św. Maksymiliana;Grottgera;RYNEK WTÓRNY;965000;98,5;10820;3;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2018-07-31;Gdynia; Wzgórze Św. Maksymiliana;Świętojańska;RYNEK WTÓRNY;259000;28,4;10694;2;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2016-11-30;Sopot; Sopot;Morska;RYNEK WTÓRNY;2450000;118,02;21746;1;BRAK MP;WYSOKI;lata 60-70-te XX-go wieku
2016-11-30;Sopot; Sopot;Książąt Pomorskich;RYNEK WTÓRNY;895000;86,64;11384;3;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2016-11-30;Gdynia; Orłowo;Bernadowska;RYNEK PIERWOTNY;701770;91,85;8680;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-11-30;Gdynia; Pustki Cisowskie;Modrzewiowa;RYNEK WTÓRNY;690000;114,3;7029;6;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2016-11-30;Gdynia; Kamienna Góra;Mickiewicza;RYNEK WTÓRNY;660000;88,65;8493;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2018-06-06;Gdynia; Orłowo;Bernadowska;RYNEK WTÓRNY;420000;57,65;8467;2;BRAK MP;DOBRY;2010
2016-11-30;Gdynia; Orłowo;Bernadowska;RYNEK WTÓRNY;840000;101,26;9313;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2016-11-30;Gdynia; Redłowo;Korczaka;RYNEK WTÓRNY;440000;74,95;6964;7;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-11-30;Sopot; Sopot;Haffnera;RYNEK WTÓRNY;1050000;110,75;10479;3;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2016-11-30;Sopot; Sopot;Pułaskiego;RYNEK WTÓRNY;698000;77,45;10096;1;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2016-11-30;Sopot; Sopot;Bohaterów Monte Cassino;RYNEK WTÓRNY;500000;57,16;9932;2;BRAK MP;BARDZO DOBRY;lata 40-50-te XX-go wieku
2016-11-30;Sopot; Sopot;Syrokomli;RYNEK WTÓRNY;900000;110,44;9148;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2016-11-30;Sopot; Sopot;Dębowa;RYNEK WTÓRNY;450000;59,22;8770;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-11-30;Gdynia; Pustki Cisowskie;Skarbka;RYNEK WTÓRNY;390000;76,01;6220;2;BRAK MP;PRZECIĘTNY;2010
2016-11-30;Gdynia; Dąbrowa;Rdestowa;RYNEK WTÓRNY;548000;105,95;6180;4;BRAK MP;PRZECIĘTNY;2010
2016-11-30;Gdynia; Dąbrowa;Szafranowa;RYNEK WTÓRNY;383000;105,65;4633;4;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-30;Gdynia; Działki Leśne;Szczecińska;RYNEK WTÓRNY;345000;66,35;6331;2;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2016-11-30;Gdynia; Działki Leśne;Śląska;RYNEK WTÓRNY;394000;91,23;5360;6;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2016-11-30;Gdynia; Działki Leśne;Kwidzyńska;RYNEK WTÓRNY;450000;112,75;4986;2;BRAK MP;PRZECIĘTNY;lata 50-60-te XX-go wieku
2016-11-30;Gdynia; Obłuże;Podgórska;RYNEK WTÓRNY;295000;59,43;6134;11;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-11-30;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;740741;91,13;9170;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 40-50-te XX-go wieku
2016-11-30;Gdynia; Śródmieście z Portem;Abrahama;RYNEK WTÓRNY;810000;97,42;9340;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-11-30;Gdynia; Śródmieście z Portem;Hryniewickiego;RYNEK WTÓRNY;960000;74,95;13902;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2015
2016-11-30;Gdynia; Wielki Kack;Gryfa Pomorskiego;RYNEK WTÓRNY;595000;107,75;6526;4;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2016-11-30;Gdynia; Witomino;Niska;RYNEK WTÓRNY;620000;83,85;8457;4;BRAK MP;DOBRY;2010
2018-08-27;Gdynia; Wzgórze Św. Maksymiliana;Świętojańska;RYNEK WTÓRNY;280000;31,81;10294;2;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2016-11-08;Gdynia; Wzgórze Św. Maksymiliana;Ujejskiego;RYNEK WTÓRNY;584900;64,9;10151;4;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2017-08-07;Gdynia; Wzgórze Św. Maksymiliana;Batalionów Chłopskich;RYNEK WTÓRNY;425000;48,01;10111;2;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2016-11-30;Sopot; Sopot;Kubacza;RYNEK WTÓRNY;800000;129,19;7163;3;BRAK MP;DOBRY;lata 40-50 te XX-go wieku
2016-11-30;Sopot; Sopot;Wejherowska;RYNEK WTÓRNY;358900;60,75;7070;1;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-12-06;Gdynia; Redłowo;Legionów;RYNEK WTÓRNY;492000;53,5;10407;3;BRAK MP;BARDZO DOBRY;2010
2016-12-06;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;492000;75,39;7618;2;BRAK MP;DOBRY;2010-2015
2016-12-06;Gdynia; Witomino;Widna;RYNEK WTÓRNY;228000;55,65;5292;4;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2018-09-07;Gdynia; Wzgórze Św. Maksymiliana;Norwida;RYNEK WTÓRNY;260000;30,43;10067;6;BRAK MP;BARDZO DOBRY;2010
2016-12-07;Sopot; Sopot;Herberta;RYNEK WTÓRNY;1590000;111,85;15212;1;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2016-12-07;Gdynia; Dąbrowa;Poziomkowa;RYNEK WTÓRNY;460000;89,05;6213;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-12-09;Sopot; Sopot;Bohaterów Monte Cassino;RYNEK WTÓRNY;772800;52,05;16070;3;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2016-12-09;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;1076000;93,65;12525;2;BRAK MP;BARDZO DOBRY;2015
2016-12-09;Gdynia; Śródmieście z Portem;3 Maja;RYNEK WTÓRNY;345000;79,11;5439;4;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2016-12-09;Gdynia; Wzgórze Św. Maksymiliana;Norwida;RYNEK WTÓRNY;1460000;116,29;13544;8;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2010
2016-12-09;Gdynia; Orłowo;Orłowska;RYNEK PIERWOTNY;1573380;111,14;15155;2;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-09;Gdynia; Chwarzno-Wiczlino;Filipkowskiego;RYNEK WTÓRNY;394000;57,15;8079;3;BRAK MP;DOBRY;2015
2016-12-09;Gdynia; Chwarzno-Wiczlino;Filipkowskiego;RYNEK WTÓRNY;485000;70,75;7966;1;BRAK MP;DOBRY;2015
2016-12-09;Gdynia; Chwarzno-Wiczlino;Baranauskasa Bpa;RYNEK WTÓRNY;471000;69,54;7889;3;BRAK MP;DOBRY;2015
2016-12-09;Gdynia; Dąbrowa;Słonecznikowa;RYNEK PIERWOTNY;348905;60,57;6924;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-09;Gdynia; Grabówek;Demela;RYNEK WTÓRNY;425000;61,15;8110;3;BRAK MP;DOBRY;2010
2016-12-09;Gdynia; Kamienna Góra;I Armii Wojska Polskiego;RYNEK PIERWOTNY;752023;92,74;9146;4;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-09;Gdynia; Kamienna Góra;Marszałka Piłsudskiego Al.;RYNEK WTÓRNY;485000;80,61;7090;6;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2016-12-09;Gdynia; Karwiny;Gałczyńskiego;RYNEK WTÓRNY;280000;66,95;5311;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-12-09;Gdynia; Leszczynki;Pelplińska;RYNEK WTÓRNY;600000;103,17;6829;5;BRAK MP;PRZECIĘTNY;2010
2016-12-09;Gdynia; Mały Kack;Gedymina;RYNEK WTÓRNY;760000;115,56;7567;3;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2010-2015
2016-12-09;Gdynia; Mały Kack;Strzelców;RYNEK WTÓRNY;520000;84,75;7195;2;BRAK MP;DOBRY;2010-2015
2016-12-09;Gdynia; Mały Kack;Parkowa;RYNEK PIERWOTNY;823148;133,15;7147;1;GARAŻ JEDNOSTANOWISKOWY;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-09;Gdynia; Oksywie;Płk. Dąbka;RYNEK WTÓRNY;275000;84,24;4326;3;BRAK MP;NISKI;lata 80-te XX-go wieku
2016-12-09;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;200000;61,05;4436;4;BRAK MP;NISKI;lata 80-te XX-go wieku
2016-12-09;Gdynia; Orłowo;Świerkowa;RYNEK WTÓRNY;770000;91,85;9423;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DOBRY;2010
2016-12-09;Sopot; Sopot;Majkowskiego;RYNEK WTÓRNY;620000;64,89;10694;3;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2016-12-09;Sopot; Sopot;Majkowskiego;RYNEK WTÓRNY;882500;102,25;9646;2;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2016-12-09;Sopot; Sopot;Bitwy Pod Płowcami;RYNEK WTÓRNY;1000000;129,65;8683;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-12-09;Sopot; Sopot;Mickiewicza;RYNEK WTÓRNY;515000;72,35;8222;9;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2016-12-09;Gdynia; Śródmieście z Portem;Świętojańska;RYNEK WTÓRNY;330000;56,1;7075;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-12-09;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;535000;79,75;7784;3;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-12-09;Gdynia; Śródmieście z Portem;Wójta Radtkego;RYNEK WTÓRNY;568000;83,1;7900;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-12-09;Gdynia; Śródmieście z Portem;Władysława IV;RYNEK WTÓRNY;960000;130,15;8345;5;BRAK MP;DOBRY;lata 40-50-te XX-go wieku
2016-12-09;Gdynia; Wielki Kack;Siega Jana Pawła Ks.;RYNEK WTÓRNY;420000;60,25;8136;3;GARAŻ JEDNOSTANOWISKOWY;DOBRY;2001
2016-12-09;Gdynia; Wielki Kack;Szefki;RYNEK WTÓRNY;635000;90,15;8088;3;BRAK MP;DOBRY;2001
2016-12-09;Gdynia; Wielki Kack;Lipowa;RYNEK WTÓRNY;417000;70,55;7023;2;GARAŻ JEDNOSTANOWISKOWY;DOBRY;lata 90-te XX-go wieku
2018-05-18;Gdynia; Wzgórze Św. Maksymiliana;Krasickiego;RYNEK WTÓRNY;475000;54,13;9982;6;BRAK MP;BARDZO DOBRY;lata 60-70-te XX-go wieku
2016-12-09;Gdynia; Oksywie;Benisławskiego;RYNEK WTÓRNY;490000;129,74;4746;5;BRAK MP;PRZECIĘTNY;2010
2016-12-09;Gdynia; Obłuże;Unruga;RYNEK WTÓRNY;244876;63,75;4986;3;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-12-09;Gdynia; Pustki Cisowskie;Modrzewiowa;RYNEK WTÓRNY;338000;67,37;6144;1;BRAK MP;PRZECIĘTNY;2010
2016-12-09;Gdynia; Dąbrowa;Szafranowa;RYNEK WTÓRNY;341000;66,55;6255;3;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-12-09;Gdynia; Grabówek;Morska;RYNEK WTÓRNY;300000;75,75;5051;1;BRAK MP;PRZECIĘTNY;lata 60-70-te XX-go wieku
2016-12-09;Gdynia; Kamienna Góra;I Armii Wojska Polskiego;RYNEK PIERWOTNY;416667;72,2;6876;1;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;lata 30-40 te XX-go wieku
2016-12-09;Gdynia; Karwiny;Buraczana;RYNEK WTÓRNY;400000;63,9;7404;4;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-12-09;Gdynia; Leszczynki;Stoigniewa;RYNEK WTÓRNY;310000;58,72;6454;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-12-09;Gdynia; Leszczynki;Gen. Orlicz - Dreszera;RYNEK WTÓRNY;320000;69,1;5749;2;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-12-09;Gdynia; Mały Kack;Miła;RYNEK WTÓRNY;385000;90,07;5319;1;BRAK MP;PRZECIĘTNY;2010-2015
2016-12-09;Gdynia; Pogórze;Ppłk Pruszkowskiego;RYNEK WTÓRNY;285000;65,05;5519;6;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-12-09;Gdynia; Obłuże;Sucharskiego;RYNEK WTÓRNY;380000;63,75;7106;2;BRAK MP;DOBRY;lata 80-te XX-go wieku
2016-12-09;Gdynia; Cisowa;Kcyńska;RYNEK WTÓRNY;225000;65;4600;8;BRAK MP;PRZECIĘTNY;lata 80-te XX-go wieku
2016-12-09;Gdynia; Redłowo;Kaczewska;RYNEK WTÓRNY;440000;92,05;5819;3;BRAK MP;PRZECIĘTNY;lata 70-80-te XX-go wieku
2016-12-09;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;465000;71,38;7623;4;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2016-12-09;Sopot; Sopot;Sienkiewicza;RYNEK WTÓRNY;535000;82;7593;2;BRAK MP;DOBRY;lata 30-te XX-go wieku
2016-12-09;Sopot; Sopot;Niepodległości Al.;RYNEK WTÓRNY;590000;91,98;7454;3;BRAK MP;DOBRY;lata 60-70-te XX-go wieku
2016-12-09;Sopot; Sopot;Cieszyńskiego;RYNEK WTÓRNY;400000;63,75;7420;7;BRAK MP;DOBRY;lata 70-80-te XX-go wieku
2016-12-09;Gdynia; Wielki Kack;Damroki;RYNEK WTÓRNY;302500;53,8;6832;2;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-12-09;Gdynia; Wielki Kack;Myśliwska;RYNEK WTÓRNY;473500;86,53;6526;3;GARAŻ JEDNOSTANOWISKOWY;PRZECIĘTNY;lata 90-te XX-go wieku
2016-12-09;Gdynia; Wielki Kack;Damroki;RYNEK WTÓRNY;280000;60,05;5829;1;BRAK MP;PRZECIĘTNY;lata 90-te XX-go wieku
2016-12-09;Sopot; Sopot;Sobieskiego;RYNEK WTÓRNY;690000;111,19;7203;1;BRAK MP;DOBRY;lata 30-te XX-go wieku
2016-12-09;Sopot; Sopot;Syrokomli;RYNEK WTÓRNY;685000;131,19;6189;1;BRAK MP;PRZECIĘTNY;lata 30-te XX-go wieku
2016-12-23;Gdynia; Orłowo;Spacerowa;RYNEK WTÓRNY;970000;109,05;9897;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;BARDZO DOBRY;2010
2016-11-08;Gdynia; Orłowo;Bernadowska;RYNEK WTÓRNY;462500;57,95;9161;2;BRAK MP;DOBRY;2010
2016-12-23;Sopot; Sopot;Grunwaldzka;RYNEK WTÓRNY;2550000;148,75;18091;1;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2016-12-23;Sopot; Sopot;Żeromskiego;RYNEK WTÓRNY;1530000;105,55;15504;1;BRAK MP;WYSOKI;lata 30-te XX-go wieku
2016-12-23;Sopot; Sopot;Grunwaldzka;RYNEK WTÓRNY;1580000;113,99;14854;3;BRAK MP;WYSOKI;lata 40-50-te XX-go wieku
2016-12-23;Sopot; Sopot;Parkowa;RYNEK WTÓRNY;810000;66,55;13302;1;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2016-12-23;Sopot; Sopot;Majkowskiego;RYNEK WTÓRNY;1220000;102,25;12947;2;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2016-12-23;Sopot; Sopot;Pułaskiego;RYNEK WTÓRNY;1200000;102,96;12669;3;BRAK MP;BARDZO DOBRY;lata 30-te XX-go wieku
2016-12-23;Sopot; Sopot;Władysława Łokietka;RYNEK WTÓRNY;800000;75,65;11666;2;BRAK MP;BARDZO DOBRY;2015
2016-12-23;Sopot; Sopot;Kościuszki;RYNEK WTÓRNY;950000;92,09;11355;3;BRAK MP;BARDZO DOBRY;lata 40-50 te XX-go wieku
2016-12-23;Gdynia; Śródmieście z Portem;Kilińskiego;RYNEK WTÓRNY;281000;61,67;5713;2;BRAK MP;PRZECIĘTNY;lata 40-50-te XX-go wieku
2016-12-23;Gdynia; Chwarzno-Wiczlino;Kańskiego;RYNEK WTÓRNY;660000;86,95;8644;3;BRAK MP;DOBRY;2015
2016-12-23;Gdynia; Dąbrowa;Wiczlińska;RYNEK WTÓRNY;500000;78,51;7449;2;BRAK MP;DOBRY;lata 90-te XX-go wieku
2016-12-23;Gdynia; Kamienna Góra;Marszałka Piłsudskiego Al.;RYNEK WTÓRNY;450000;55,48;9308;1;BRAK MP;DOBRY;lata 30-40 te XX-go wieku
2016-12-23;Gdynia; Mały Kack;Strzelców;RYNEK WTÓRNY;735000;91,96;9032;4;BRAK MP;DOBRY;2010-2015
2016-12-23;Gdynia; Mały Kack;Kłajpedzka;RYNEK WTÓRNY;820000;102,91;8982;1;BRAK MP;DOBRY;2010-2015
2016-12-23;Gdynia; Mały Kack;Parkowa;RYNEK WTÓRNY;760000;109,55;7938;2;BRAK MP;DOBRY;2010-2015
2016-12-23;Gdynia; Mały Kack;Leśna;RYNEK WTÓRNY;312000;47,33;7857;4;BRAK MP;DOBRY;2010-2015
2016-12-23;Gdynia; Oksywie;Australijska;RYNEK PIERWOTNY;468457;83,71;6659;2;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Oficerska;RYNEK PIERWOTNY;462963;68,57;7873;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Oficerska;RYNEK PIERWOTNY;657402;92,61;8136;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Oficerska;RYNEK PIERWOTNY;680556;92,17;8422;3;BRAK MP;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Bernadowska;RYNEK PIERWOTNY;485695;61,35;9075;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Bernadowska;RYNEK PIERWOTNY;504630;61,14;9414;1;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
2016-12-23;Gdynia; Orłowo;Bernadowska;RYNEK PIERWOTNY;930556;107,78;9638;3;MIEJSCE POSTOJOWE W HALI GARAŻOWEJ;DEWELOPERSKI/DO WYKOŃCZENIA;2016-2018
